id,name,requirements,tasks,summary,pageUrl
JOB37316395556,Principal Machine Learning Engineer - Paris,,,"
Principal Machine Learning Engineer - Paris
I am currently sourcing a Principal Machine Learning En...",http://jobs.electronicsweekly.com/job/1401458199/principal-machine-learning-engineer-paris/
JOB39341545651,Golang / Go Job: Machine Learning Engineer,,,"
Machine Learning Engineer at Senseye
🇬🇧 United Kingdom › Southampton (Posted Mar 19 2019)
About t...",https://www.golangprojects.com/golang-go-job-czm-Remote-Machine-Learning-Engineer-Southampton-Senseye-remotework.html
JOB42093239530,Group 104 - Artificial Intelligence (AI) / Machine Learning Engineer,,,"
Company: MIT Lincoln Laboratory
Sorry, this position has been filled.
",https://careers.ll.mit.edu/job/Artificial-Intelligence-%28AI%29-Machine-Learning-Engineer-MA/508529100/
JOB43512011994,Sr Machine Learning Engineer,,"We focus on building software that adds value for our customers,We believe that the best idea or opinion precedes the title of its author,We are respectful of everybody's ""think"" time, optimizing meetings and limiting interruptions as much as possible,We value attitude over aptitude; no jerks allowed,We value ownership, accountability, openness in collaboration and feedback,We test our code before handing it off: unit tests, ML tests, (continuous) integration tests, etc,We believe in reusing existing solutions over reinventing the wheel, and automating where possible,We seek continuous improvement, individually and as a team,Build production-grade algorithms, utilizing machine learning models and/or NLP processes to create actionable insights and recommendations for end-users,Work closely with technical stakeholders to optimize and integrate machine learning models and algorithms into the Ada platform, to productize models and algorithms,Interface with software engineering team for the development of the product,Design and develop proof-of-concept solutions as needed,MS or PhD degree in Computer Science, Artificial Intelligence, Machine Learning, or related technical field or 5 years relevant experience in data science (Machine learning or NLP solution development),Creative problem solver with a strong knowledge of statistics/data analytics, text analytics/natural language processing and machine learning methods and strategies,Advanced proficiency with at least one statistical computing language for data analysis, such as Python, C++, Java or Scala,Good scripting and programming skills, including object-oriented programming,Experience with software engineering best practices (programming, testing, version control, agile development, etc),Experience with source control (GitHub) and working in a Linux environment,Experience with Spark, Hadoop and MLib,Strong SQL experience (MySQL, Redshift/Postgres),Experience distilling and presenting complex concepts to a business audience,Excellent communication (written and oral) and interpersonal skills,Work well in a collaborative, team-based environment (both work autonomously and as part of a team),Be a self-starter who enjoys collaborating,Is flexible and able to work in a fast-paced, dynamic environment,Is fast and efficient and able to juggle multiple projects","
Job Description
IQVIA™ is the leading human data science company focused on helping healthcare clie...",https://www.pharmadiversityjobboard.com/job/sr-machine-learning-engineer-1
JOB43706204616,Machine Learning Engineer,,," As a Machine Learning Engineer you will work as part of AbbVie’s Information Research RAIDERS team ...",https://www.nascorpuschristi.jobs/jobs/abbvie-inc/machine-learning-engineer/1576164341948104969
JOB44364457371,Machine Learning Engineer,,,"
ATL Tech (www.atltech.az) was established in February 2013 and operates within the information and ...",http://www.jobsearch.az/vacancies37872_en.html
JOB44824565758,Machine Learning Engineer,Excellent communication of statistical concepts to expert & non-expert audiences,"Architect and implement the infrastructure used by Simon’s data scientists to analyze and model client data,Own the productionalization and performance of the statistical models deployed into Simon’s predictive products,Add new features to Simon’s industry-leading marketing cloud that enable adoption of predictive models,Coordinate feature launches between cross-functional parts of the business,Mentor our less senior staff and help them raise the bar technically and professionally,Collaborate with an engineering team who is passionate about quality, staying ahead of the curve, and teamwork.,Minimum of 3-5 years of production-level software engineering experience,Broad knowledge of machine learning models (and their performance characteristics) for classification and regression tasks,Experience in at least one statistical coding environment (numpy/pandas, R, etc.),Fluency in SQL,Specific experience designing and building machine-learning models,Front-end development experience, especially in React/Redux applications is a plus,Expertise in causal inference, experiment design, reinforcement learning, and related fields is a plus","
ABOUT US
Simon Data was founded in 2015 by a team of successful serial entrepreneurs. We're a data-...",https://remoteok.io/remote-jobs/69714-remote-machine-learning-engineer-simon-data
JOB45002970355,Principal Machine Learning Engineer,You have experience in an agile environment,"Professional experience designing, building and operating machine learning systems at large-scale i.e. affecting petabytes of data,Java and Python experience strongly preferred,A great influencer and great communication skills,Demonstrable in-depth experience with Machine Learning models,Understanding of data processing at scale,A role-model for our engineering team,10+ years experience in (data) engineering and machine learning,Being able to work with multiple teams inside and outside of Data Mission to steward a technical vision for our prediction platform,Strong leadership and mentoring skills,The ability to translate an abstract vision into concrete systems,You are passionate about developing platforms that are used by hundreds of analysts, data scientists and developers,You enjoy getting into the weeds, for example diving deep into the implementation of Machine Learning models,You have familiarity with engineering practices like continuous integration and delivery philosophies,You have supported production grade systems and have experience with open source and proprietary offerings in the ML space,You like sharing your knowledge with others and helping them grow","
Principal Machine Learning Engineer
We are looking for a principal engineer with Machine Learning a...",https://www.spotifyjobs.com/job/principal-machine-learning-engineer-oxjp5fwu/
JOB45681785700,Machine Learning Engineer,,,"
Machine Learning Engineer will be a key member of a team developing and implementing unique and pow...",https://jobs.energycentral.com/job/machine-learning-engineer-bend-oregon-195004
JOB46352012862,Senior Machine Learning Engineer – 682,"Minimum 5 years of experience in Machine Learning tools and algorithms specially in unstructured data classification and clustering,Minimum 5 years of commercial experience in Natural Language Processing, preferably in Entity and Relation Extraction,Demonstrable expertise in MATLAB,Proficient knowledge of and experience with AI systems,Demonstrable expertise in multiple programming languages such as Python, C++, Java, etc.,Fluency in English and, at least, 1 other language,Masters or PhD in Computer Science in Machine Learning or related field preferred,Proficiency in Machine Learning open source tools,Proficiency in Machine Translation,Proficiency in Social Text Mining,Proficiency in SQL and non-SQL database,Proficiency in Data Visualization tools,Proficiency in JavaScript and Node.js library",,"
Apply Now
Senior Machine Learning Engineer – 682
DETAILS
Location: Palo Alto, CA
Position Type: Dir...",https://placingit.catsone.com/careers/index.php?a=details&jobOrderID=8717309&m=portal
JOB47196750849,"Senior Machine Learning Engineer - Search Recommendation in Atlanta, Georgia","Object-oriented programming, functional programming, familiarity with cloud tool,Experience with Java, Python, Scala, Go, cloud-native applications, Spark, Hadoop, BigQuery, Hive, RankLib, Learning To Rank, machine learning, PyTorch, Tableau, Kubernetes, Dataproc, Docker, Cloud Foundry, TensorFlow, CUDA, Airflow, Beam, SPARQL, RDF, SQL, Solr, Lucene, DataFrame, Pandas, Keras, scikit, Concourse, graph analyzing/processing tools, Matplotlib, neural networks, deep learning,Familiar with basic data structures and at least one machine-learning library.,This is an engineering position, and in our team, we believe in ""always production-ready"" code.,This job requires 80-90% coding or coding-related tasks every day.,Action-Oriented: Taking on new opportunities and tough challenges with a sense of urgency, high energy, and enthusiasm,Collaborates: Building partnerships and working collaboratively with others to meet shared objectives,Communicates Effectively: Developing and delivering multi-mode communications that convey a clear understanding of the unique needs of different audiences,Cultivates Innovation: Creating new and better ways for the organization to be successful,Drives Results: Consistently achieving results, even under tough circumstances,Global Perspective: Taking a broad view when approaching issues; using a global lens,Interpersonal Savvy: Relating openly and comfortably with diverse groups of people","To determine the most relevant products for a given customer question from a 2.5M catalog is not an easy task.,Engage machine techniques in several internal groups within the search team (e.g., understanding the customer question, enriching the product catalog, and sorting the products).,The machine learning engineer will quickly iterate on the following three steps: 1) based on data analysis, form a hypothesis on how to improve the customer search experience; 2) test the hypothesis; and finally, 3) deploy the model to production, if the evaluation turns out to be good.,70% - Delivery & Execution:,Collaborates and pairs with other product team members (UX, engineering, and product management) to create secure, reliable, scalable software solutions,Works with Product Team to ensure user stories that are developer-ready, easy to understand, and testable,Writes custom code or scripts to automate infrastructure, monitoring services, and test cases,Writes custom code or scripts to do ""destructive testing"" to ensure adequate resiliency in production,Configures commercial off the shelf solutions to align with evolving business needs,Creates meaningful dashboards, logging, alerting, and responses to ensure that issues are captured and addressed proactively,20% - Support & Enablement:,Fields questions from other product teams or support teams,Monitors tools and participates in conversations to encourage collaboration across product teams,Provides application support for software running in production,Proactively monitors production Service Level Objectives for products,Proactively reviews the Performance and Capacity of all aspects of production: code, infrastructure, data, and message processing,10% - Learning:,Participates in learning activities around modern software design and development core practices (communities of practice),Proactively views articles, tutorials, and videos to learn about new technologies and best practices being used within other technology organizations","
Job Information
POSITION PURPOSE
To determine the most relevant products for a given customer quest...",https://militaryjobs.homedepot.com/atlanta-ga/senior-machine-learning-engineer-search-recommendation/CDBD05C5D2D44B6884E6221460BAFD17/job/?utm_source=.JOBS%20RSS%20Feed-DE&utm_campaign=.JOBS%20RSS%20Feed&utm_medium=.JOBS%20Universe
JOB47383214741,Machine Learning Engineer,"You appreciate our values: you are empathetic, driven, and intellectually curious,You enjoy collaborating and mentoring others,Strong software engineering background (3+ years of experience),Ability to design, build, and ship projects independently,Python (Django),PostgreSQL,AWS,Typescript, React,Django,Machine Learning,PostgreSQL,Company Website: https://www.sourceress.com/","Creating general purpose learning and training methods for our personality traits and role heuristics,Developing machine learning model evaluation and performance tracking","
This job was posted over 90 days ago and may no longer be available.
Machine Learning Engineer
We s...",https://www.remotepython.com/jobs/a403a650d8f248fd852f35085183890c/
JOB50389499141,Machine Learning engineer,,,"Magnet is looking for a full-time ML developer to join the Magnet team. As ML engineer, you will wor...",https://www.magnet.coop/careers
JOB50826742793,"Machine Learning Engineer, AR/VR Discovery and Distribution",,," Oculus is looking to hire a Machine Learning Engineer, AR/VR Discovery and Distribution at their Lo...",https://gamedevjobs.io/job/machine-learning-engineer-ar-vr-discovery-and-distribution/5d8556679c9e335ca37e3005/
JOB52948510567,"Machine Learning Engineer - A-Tech Corporation, Albuquerque, NM, United States",,,"
Machine Learning Engineer
The job you tried to view is no longer active on the site.
",https://spiecareercenter.org/jobs/5373347
JOB57884652832,Machine Learning Engineer,"Технологии:
machine learning, Robotics, java,Иностранные языки:
Английский — Intermediate,Дополнительно:
Принимаются заявки от иногородних (при условии переезда)",,"
Who we are
WorkFusion is a software robots company. We use AI to help large companies do with techn...",https://belmeta.com/viewjob?id=5072757&src=rss
JOB59401978393,Graduate Machine Learning Engineer,,," Graduate Machine Learning Engineer
Cambridge
Competitive + Benefits
This is a fantastic Graduate Ma...",http://jobs.electronicsweekly.com/job/1401469496/graduate-machine-learning-engineer/
JOB60374581696,Machine Learning Engineer,,,"
Thanks for your interest in the Machine Learning Engineer position. Unfortunately this position has...",https://mitre.referrals.selectminds.com/jobs/machine-learning-engineer-3749
JOB61313696294,Senior Machine Learning Engineer,,,"
Senior Machine Learning Engineer
Paris, France
Excellent Salary, Top end of Market DOE
This Senior ...",http://jobs.electronicsweekly.com/job/1401482596/senior-machine-learning-engineer/
JOB61609155815,"Machine Learning Engineer, Predictive Analytics, RWAS Technology",,"Supporting other data scientists in the use of the systems you build for the successful delivery of machine-learning client projects.,Working closely with data scientists and software engineers to automate tasks and roadmap improvements for project design and execution.,Carrying out a variety of product development initiatives, from requirements gathering to prototyping.,Supporting the on-going build and maintenance of a cloud-based machine learning platform for project delivery and product development.,Commercial software development experience within a company for which data was at the heart of the business.,Experience in the design and delivery of multiple projects involving advanced statistical methods (preferably machine learning) in an academic and/or commercial setting.,Commercial experience in the exploration, cleansing, and transformation of large and messy datasets, along with experience working with very large/complex SQL or distributed database systems.,Familiarity with Agile methodologies, such as Scrum or Kanban, as well as software development practices such as Continuous Integration, Test-Driven Development and DevOps.,Advanced level programming skills in Python, ideally developed from experience working on long-term commercial projects, including significant experience using SciPy and machine-learning packages (Numpy, Pandas, scikit-learn, etc) for the development of maintained components. Additional experience using PySpark a big plus.,Ability to integrate and scale solutions that involve large data sources in SQL databases and/or distributed systems such as Hadoop, as well as considerable experience deploying at scale on cloud technologies such as AWS, GCP, Azure.,A set of software-development values that ensures high-quality, readable and maintainable code is produced within an open and collaborative environment.,A pragmatic approach in scope and design, seeking simple iterative solutions wherever possible to shorten the time-to-value of work.,Knowledge of supervised machine learning methods, such as regularised regressions, ensemble tree classifiers (e.g. xgboost), Support Vector Machines, deep learning, etc.,Additional experience developing in C++, R, Java, Scala, Java, JavaScript, or advanced ability user of shell scripting commands (grep, sed, awk, etc).,A demonstrable interest (e.g. public GitHub repo, or online course completion) in one of the following machine learning libraries (or equivalents): TensorFlow, Spark MLLib or CRAN packages for machine learning.,Knowledge of healthcare / life science issues involving Real-World Evidence.","
Job Description
Machine Learning Engineer
Predictive Analytics, RWAS Technology
This is an exciting...",https://www.pharmadiversityjobboard.com/job/machine-learning-engineer-predictive-analytics-rwas-technology
JOB63783420988,"Senior Machine Learning Engineer - Search Recommendation in Atlanta, Georgia","Object-oriented programming, functional programming, familiarity with cloud tool,Experience with Java, Python, Scala, Go, cloud-native applications, Spark, Hadoop, BigQuery, Hive, RankLib, Learning To Rank, machine learning, PyTorch, Tableau, Kubernetes, Dataproc, Docker, Cloud Foundry, TensorFlow, CUDA, Airflow, Beam, SPARQL, RDF, SQL, Solr, Lucene, DataFrame, Pandas, Keras, scikit, Concourse, graph analyzing/processing tools, Matplotlib, neural networks, deep learning,Familiar with basic data structures and at least one machine-learning library.,This is an engineering position, and in our team, we believe in ""always production-ready"" code.,This job requires 80-90% coding or coding-related tasks every day.,Action-Oriented: Taking on new opportunities and tough challenges with a sense of urgency, high energy, and enthusiasm,Collaborates: Building partnerships and working collaboratively with others to meet shared objectives,Communicates Effectively: Developing and delivering multi-mode communications that convey a clear understanding of the unique needs of different audiences,Cultivates Innovation: Creating new and better ways for the organization to be successful,Drives Results: Consistently achieving results, even under tough circumstances,Global Perspective: Taking a broad view when approaching issues; using a global lens,Interpersonal Savvy: Relating openly and comfortably with diverse groups of people","To determine the most relevant products for a given customer question from a 2.5M catalog is not an easy task.,Engage machine techniques in several internal groups within the search team (e.g., understanding the customer question, enriching the product catalog, and sorting the products).,The machine learning engineer will quickly iterate on the following three steps: 1) based on data analysis, form a hypothesis on how to improve the customer search experience; 2) test the hypothesis; and finally, 3) deploy the model to production, if the evaluation turns out to be good.,70% - Delivery & Execution:,Collaborates and pairs with other product team members (UX, engineering, and product management) to create secure, reliable, scalable software solutions,Works with Product Team to ensure user stories that are developer-ready, easy to understand, and testable,Writes custom code or scripts to automate infrastructure, monitoring services, and test cases,Writes custom code or scripts to do ""destructive testing"" to ensure adequate resiliency in production,Configures commercial off the shelf solutions to align with evolving business needs,Creates meaningful dashboards, logging, alerting, and responses to ensure that issues are captured and addressed proactively,20% - Support & Enablement:,Fields questions from other product teams or support teams,Monitors tools and participates in conversations to encourage collaboration across product teams,Provides application support for software running in production,Proactively monitors production Service Level Objectives for products,Proactively reviews the Performance and Capacity of all aspects of production: code, infrastructure, data, and message processing,10% - Learning:,Participates in learning activities around modern software design and development core practices (communities of practice),Proactively views articles, tutorials, and videos to learn about new technologies and best practices being used within other technology organizations","
Job Information
POSITION PURPOSE
To determine the most relevant products for a given customer quest...",https://militaryjobs.homedepot.com/CDBD05C5D2D44B6884E6221460BAFD1725
JOB65846123803,Machine Learning Engineer,,,"
Machine Learning Engineer
Job Title:
Machine Learning Engineer
Job Description
Our client is a Subs...",https://www.electusrecruitment.co.uk/job/machine-learning-engineer-3/
JOB67344053285,Principal Machine Learning Engineer 2-5 Years,,,"
We are assembling a world-class AI RnD team to enhance our Netra.AI platform enabling next generati...",https://www.analyticsindiajobs.com/job/leben-care-technologies-hyderabad-659-principal-machine-learning-engineer/
JOB69604950569,Senior Machine Learning Engineer,,," Senior Machine Learning Engineer
Cambridge
Competitive Salary + Excellent Benefits
This is an excit...",http://jobs.electronicsweekly.com/job/1401463530/senior-machine-learning-engineer/
JOB70559083344,Machine Learning Engineer,,"Vision Processing,,Reinforcement Learning,,(Deep) Neural Networks,,Gaussian Processes","
Who are the 10x Team?
The 10x Technology Team creates value for Ocado in the near-term as well as t...",https://engineering-jobs.theiet.org/job/12746/machine-learning-engineer/
JOB70943857441,Data Scientist / Machine Learning Engineer Application & Platform,,,"
Apply for this job
Profile
Job Description:
Join our team and experience Workday! It's fun to work ...",http://www.scientistcrossing.com/lcjsjobdetail.php?akey=902ef2f6a1bc5adafd2944ecec442316
JOB71123507999,Data Scientist and Machine Learning Engineer,,,"
Apply for this job
Profile
DataXu’s vision is to make marketing better using data science. The worl...","http://www.scientistcrossing.com/job/Data-Scientist-and-Machine-Learning-Engineer-jobs-in-Boston,-MA-5f9d967aeb9471bce45e2f5c7a6b1f8f"
JOB78697054329,Machine Learning Engineer – Reinforcement Learning,CPU/GPU Architecture and Verification Knowledge — Big Plus,"Deep understanding of Reinforcement Learning techniques,Expert understanding of Value based, Model based and Policy based Reinforcement Learning techniques,Good understanding of MDP’s,Deep working knowledge of machine learning frameworks such as TensorFlow, Caffe, Keras, SparkML,Expert knowledge in Statistical and Probabilistic methods such as SVM, Decision-Trees, Clustering..,Expert knowledge of python data-science and math packages such as NumPy , Pandas, Sklearn,Excellent coding skills in Python, C++,Deep understanding of software development, architecture and methodology,Min qualifications: BS in Computer-Science or Math,Preferred qualifications: Phd in CS or Math","
Machine Learning Engineer / Architect – Reinforcement Learning
What you will do:
Develop and implem...",http://www.inzone.ai/jobs/ml-architect/
JOB80917486842,Artificial Intelligence / Machine Learning Engineer with Python,,,"
",https://www.pharmadiversityjobboard.com/job/python-software-engineer-4608908
JOB82164900228,Big Data Machine Learning Engineer,,,"
Job Details
Big DataMachine Learning Engineer Location Plano TX Contract W2 Experience 6-8 Years Pl...",http://jobs.telecoms.com/Big-Data-Machine-Learning-Engineer-34353
JOB83962151470,Machine Learning Engineer,,,"
Machine Learning Engineer
Cambridge, UK
£50-70,000 + Benefits##
This Machine Learning Engineer vaca...",http://jobs.electronicsweekly.com/apply/1401481118/machine-learning-engineer/?TrackID=109353
JOB84745530653,Artificial Intelligence and Machine Learning Engineer,,"Working hands on with robotics, control systems, and mobile vehicles as part of an engineering innovation team assigned to test and develop new technology and developing software applications.,Part of a diverse engineering team consisting of electrical engineers, process engineers, robotic engineers, and software developers, where you will participate in ideation sessions and providing design input into new projects and applications.,Successful in your ability to build on and combine soft social skills with analytical skills and use integrative thinking to convey research findings to drive actions with your key business partners.,Energized about solving the toughest engineering problems related to manufacturing, robotics, and packaging.,Intellectually curious about innovative technology and imagining how to apply technology to tackle previously impossible problems.,Comfortable working as a team and directly involved in the testing and use of equipment to design a solution.,Energized about sharing your ideas and participating in team ideation sessions to explore all options and collectively decide on a solution to meet the business needs.,Curious about partnering with academia, startup companies, and external partners to stay connected and informed of all the latest technology and software.,Bachelor's Degree in Electrical Engineering, Computer Science, Data Science or validated experience in the Controls Engineering field.,3+ years in Software engineering specifically in design, coding, testing, deployment and support.,3+ years experience in Linux, Python, and C++ programming languages.,2+ years experience with Computer Vision technology.,Experience in industrial or home robotics.,Experience with industrial vision systems such as Cognex, National Instrument and Keyence.,Experience with open source programming such as Open VINO, ROS, and Virtualization.,Experience with emulation environments such as Unity.,Ongoing coaching and career development – you will work with passionate people and have access to best in class training through our P&G Leadership Academy as well as day-to-day mentoring from your manager.,We provide a market-competitive salary benchmarked against the finest companies, so you'll be able to spend your generous vacation time doing more of the things you love with the people you love.,We offer a suite of benefits, including but not limited to: flexible working arrangements, remote working options, generous paid vacation increasing with service, generous parental leave policies, group life insurance, health insurance, and dedicated support to help you find the right child care or elder care.,Additional perks include discounted P&G products from our company shops and a discount platform offering you unbeatable savings on everything from groceries to exotic holidays.","
P&G is the largest consumer packaged goods company in the world. We have operations in over 75 coun...",https://deepai.org/job-posting/artificial-intelligence-and-machine-learning-engineer-4726058086
JOB89952594076,Senior Machine Learning Engineer,,,"About Bonsai
We’re building the nexus of content and commerce. Powered by machine learning, Bonsai i...",https://secure.collage.co/jobs/bonsai/5317/?ref=TO9TO5
JOB91176537357,MTS Quality - Machine Learning Engineer,,,"
We appreciate your interest in AMD, and encourage you to visit AMD Jobs for the most current opport...",https://jobs.amd.com/job/Hyderabad-MTS-Quality-Machine-Learning-Engineer/475197800/
JOB92699136598,AI/ML Job: Machine Learning Engineer,,,"
Machine Learning Engineer at Compass
🇺🇸 United States › New York › NYC (Posted Jun 6 2019)
About ...",https://jobhunt.ai/machinelearning-ml-ai-job-hp-Machine-Learning-Engineer-NYC-Compass.html
JOB93946743082,Senior Data Scientist/Machine Learning Engineer,,"Proficiency in at least one high level programming language such as Python, Java, or Scala,Mastery of at least one statistical modeling tool such as R, Matlab, or SAS,PhD/MS in Computer Science, Applied Math, Statistics, Operations Research, Physics, Computational Biology, or other quantitative fields or 6+ years of relevant experience in stats/machine learning algorithms, such as SVM, logistic regression, boosting, ARIMA, clustering, LDA, deep learning, etc.,Curiosity in data and a strong desire to continuously improve,Ability to communicate findings clearly to both technical and non-technical audiences,Ability to translate business objectives into actionable analyses,Experience with big data tools such as Hadoop/YARN, Spark, Kafka, Pig, Hive, Flink","
Senior Data Scientist/Machine Learning Engineer more... ▼
Join our team and experience Workday!
It'...",http://asianhires.com/jobsearch/display/711746023
JOB94543879448,Machine Learning Engineer,,,"
Job Description
Our client is a Software Development company working in the field of Additive Manuf...",https://www.electusrecruitment.co.uk/job/machine-learning-engineer-2/
JOB98605823634,Machine Learning Engineer,,"Develop machine learning models to improve PicnicHealth’s product and processing efficiency,Apply expert software development skills to build intelligent user experiences leveraging machine learning,Own the machine learning pipeline — systems for training, versioning, deploying, and testing models,BA/BS degree in Computer Science, related technical field or equivalent practical experience,Experience with linear algebra, calculus and statistics,Shipped code for 3+ years,An MS or PhD degree in Computer Science, Artificial Intelligence, Machine Learning, or related technical field,Exposure to industry or academic research,Experience with Python, and Python machine learning tooling, including TensorFlow,Exposure to Deep Learning, Gradient Boosting Machines, and other supervised classification methods,Large data analysis and visualization experience,Experience building web applications",Picnic’s mission is to structure the world’s medical data to make it useful. We work directly with p...,https://hire.withgoogle.com/public/jobs/picnichealthcom/view/P_AAAAAAEAAADJO88deOpf2L?trackingTag=glassdoorFeed
JOB100622085475,Graduate Machine Learning Engineer Job Opening at in Cambridge August 2017,Computer vision and imaging,"Python or C/C++,Mathematical modelling,Machine Learning,Deep learning frameworks such as TensorFlow and Torch,Accelerating simulations using GPUs,Designing and training deep neural networks","
LautanJobs.com - Today’s employment recruitment is extremely very competitive, that is certainly wh...",https://uk.lautanjobs.com/graduate-machine-learning-engineer-jobs-in-cambridge.1a6f8cb957a3a6bd
JOB100838319492,Looking for Machine Learning Engineer@Ahmedabad,,,"
In our company we are having an urgent requirement for the profile ofSr. Machine Learning Engineer ...",http://indiajobs.club/looking-for-machine-learning-engineerahmedabad/amp/
JOB101205555882,Data Scientist / Machine Learning Engineer,Company Website: https://www.joust.com/,Machine Learning,"
This job was posted over 90 days ago and may no longer be available.
Data Scientist / Machine Learn...",https://www.remotepython.com/jobs/91a110e35ffc4e39b7012f68d4242d80/
JOB103776336723,Machine Learning Engineer,,,"
Overview
Machine Learning Engineer will be a key member of a team developing and implementing uniqu...",https://jobs.energycentral.com/job/machine-learning-engineer-bend-oregon-196963
JOB105483571806,AI/ML Job: Machine Learning Engineer,,,"
Machine Learning Engineer at Dropbox
🇺🇸 United States › Washington › Seattle (Posted May 23 2019)...",https://jobhunt.ai/machinelearning-ml-ai-job-ho-Machine-Learning-Engineer-Seattle-Dropbox.html
JOB106324847600,Machine Learning Engineer,"Appreciates our values: are you empathetic, driven, and intellectually curious? Do you enjoy collaborating and mentoring others? (see our values here),Strong software engineering background (3+ years of experience),Ability to design, build, and ship projects independently,Python (Django),PostgreSQL,AWS,Typescript, React","Creating general purpose learning and training methods for our personality traits and role heuristics,Developing machine learning model evaluation and performance tracking","Machine learning engineer
We strongly value personal growth, and want to help you grow into a great ...",https://www.sourceress.com/jobs/machine-learning-engineer
JOB106832052787,Machine Learning Engineer,,"Solid background in the application of machine learning techniques,3+ years machine learning experience,Experience with neural networks and reinforcement learning,Up-to-date knowledge about new machine learning trends in academia and industry etc.,A MSc/PhD in electrical engineering or computer science, or equivalent background.","
Machine Learning Expert
Location: Stockholm, Sweden
Job Type: 12 month contract + extension
The Com...",http://jobs.electronicsweekly.com/job/1401468029/-machine-learning-engineer/
JOB110367278528,Machine Learning Engineer - [Archived Advertisement],"Well-developed interpersonal skills, with the ability to communicate effectively, work within an agile team and engage with a wide range clients, stakeholders and end users.","AOF Level 5 Salary ($103,633 – $113,610 per annum),15.4% superannuation,Generous leave provisions,Full-time, 3-year Fixed Term opportunity,Located in Perth, Western Australia,Expert level knowledge in machine learning libraries such as Keras, Tensorflow and sci-kit learn (or equivalent);,Extensive experience in software development using Java or Python with previous exposure to: Git version control; agile methodologies; refactoring; database design; continuous delivery systems like Jenkins or Bamboo;,Experience using cloud computing platforms such as Amazon Web Services or Azure; and","
About AIMS
The Australian Institute of Marine Science (AIMS) is Australia’s tropical marine researc...",http://www.ictcareer.com.au/jobs/8341-australian-institute-of-marine-science/65984
JOB113095475744,Principal Machine Learning Engineer - Paris,,," Principal Machine Learning Engineer - Paris
I am currently sourcing a Principal Machine Learning En...",http://jobs.electronicsweekly.com/job/1401463167/principal-machine-learning-engineer-paris/
JOB116171981865,Senior Machine Learning Engineer - Search Recommendation Jobs in Georgia,,"The specific accommodation requested to complete the employment application.,The name of the organization being represented,The location of the organization","
The Home Depot is committed to being an equal employment employer offering opportunities to all job...",https://militaryjobs.homedepot.com/senior-machine-learning-engineer-search-recommendation/jobs-in/georgia/usa/jobs/?vs=25&utm_source=.JOBS%20RSS%20Feed-DE&utm_medium=.JOBS%20Universe&utm_campaign=.JOBS%20RSS%20Feed
JOB116236752535,"Machine Learning Engineer (Python, Deep Learning) - South East London City",,,"
Machine Learning Engineer (Python, Deep Learning) - South East London City
£50000 - £80000 per annu...",http://top-engineeringjobs.com/Engineering-Job/Production-Shift-Engineer_1000836
JOB118767667504,Data Scientist / Machine Learning Engineer - Application & Platform,,,"
Data Scientist / Machine Learning Engineer - Application & Platform more... ▼
Join our team and exp...",http://asianhires.com/jobsearch/display/711746093
